,Theme,Genre,Title
1239,historical,comedy romance supernatural,fox spirit matchmaker rd season little foxspirit matchmaker season enmusubi youko chan
3796,every,adventure fantasy romance,sonny boy dewdrop girl
2103,every,action adventure fantasy,naruto shippuden movie fire
275,historical mythology samurai,action adventure supernatural,dororo
489,every,action mystery supernatural,durarara x ketsu
2004,adult cast adult castadult otaku culture otaku cultureotaku showbiz,boys love boys loveboys comedy,love stage ova
1229,psychological school survival,horror mystery slice life slice lifeslice supernatural suspense,school live
690,mahou shoujo mahou shoujomahou,action comedy drama sci fi,magical girl lyrical nanoha movie st
3195,every,comedy ecchi,code geass lelouch rebellion r picture dramas
2564,long,action mystery sci fi suspense,darwin 's game
1904,gore high stakes game high stakes gamehigh high stakes gamehigh stakes psychological survival,action supernatural suspense,future diary
2803,historical visual arts visual artsvisual,award winning award winningaward drama supernatural,miss hokusai
1780,cgd cgdct cgdctc cgdctcg cgdctcgd cgdctcgdc gag humor gag humorgag mythology,comedy supernatural,dropkick devil x
2826,isekai,action adventure comedy drama fantasy,digimon frontier
2666,school team sports team sportsteam,sports,main
1058,workplace,fantasy,pok mon concierge
118,super power super powersuper,action comedy supernatural,mob psycho
1024,adult cast adult castadult super power super powersuper,action comedy mystery sci fi,tiger bunny rising
2918,every,comedy fantasy,little snow fairy sugar
281,historical martial arts martial artsmartial,action fantasy supernatural,fog hill five elements
2704,detective parody super power super powersuper,comedy mystery,tantei opera milky holmes movie milky holmes ' counterattack
1316,adult cast adult castadult space,comedy sci fi,space brothers
2990,harem,comedy drama romance,ai yori aoshi enishi
968,adult cast adult castadult mecha military parody,action comedy sci fi,brave bang bravern
1665,every,action fantasy supernatural,fate stay night unlimited blade works season sunny day
2707,every,comedy,prince tennis peapuri prince tennis picture drama prince tennis pairpuri
3545,military,action sci fi ecchi,strike witches
2916,psychological school,drama romance suspense,flowers evil
619,mecha school space,action sci fi,mobile suit gundam witch mercury season
1742,super power super powersuper,action supernatural,k seven stories lost small world outside cage
3164,idols male idols male idols music,nan,utapri movie uta prince sama maji love starish tours movie
155,every,drama fantasy,violet evergarden eternity auto memory doll
3766,harem school vampire,comedy fantasy romance ecchi,rosario + vampire capu
1655,adult cast adult castadult detective psychological,action sci fi,psycho pass ss case first guardian
2377,childcare,comedy slice life slice lifeslice,hanamaru kindergarten
304,historical,award winning award winningaward fantasy,tale princess kaguya
2498,isekai,action adventure comedy fantasy,digimon adventure
3276,every,comedy romance,mikakunin de shinkoukei special engaged unidentified special
2154,historical military,action adventure drama sci fi,steamboy
3860,every,comedy fantasy,fabulous beasts
3487,every,action horror sci fi,resident evil vendetta
1307,every,adventure fantasy mystery romance sci fi suspense,fantastic children
3258,mecha military,action comedy sci fi,fmp
575,mahou shoujo mahou shoujomahou,action comedy fantasy,heartcatch pretty cure
3563,school,comedy fantasy romance,pita ten
3305,school,comedy,chihayafuru ova
3370,every,action fantasy supernatural,fate zero remix fate zero remix ii
1706,every,action fantasy,land miracles nd season
2372,mecha military,action,code geass akito exiled brightness falls
1299,historical,action drama fantasy,hakuoki demon fleeting blossom memory snow flowers
132,long,action mystery supernatural,bungo stray dogs
2859,military,comedy romance sci fi ecchi,mahoromatic automatic maiden
3091,every,adventure comedy,kaiketsu zorori
1962,every,comedy,koni chan
843,video game video gamevideo,romance,love story yamada kun lv
1801,idols female idols female idols music otaku culture otaku cultureotaku,comedy,favorite pop idol made budokan would die
1628,delinquents school,comedy sports ecchi,air gear
2067,mythology school,action fantasy,blue exorcist kyoto saga
269,time time travel time traveltime,sci fi suspense,steins gate open missing link divide zero
629,school,drama romance,clannad another world tomoyo chapter
1730,every,action fantasy sci fi,forty millenniums cultivation
1033,school,comedy romance,school rumble extra class
2236,harem parody school,comedy,student council 's discretion
286,mecha space,action drama sci fi,mobile suit gundam iron blooded orphans nd season
1326,every,action adventure supernatural ecchi,mahou sensei negima ova mahou sekai
2835,detective harem mecha space,action comedy sci fi,tenchi muyou tenchi muyo gxp
300,long,action mystery supernatural,bungo stray dogs
3064,mecha space,action award winning award winningaward drama romance sci fi,voices distant star
3468,harem school,drama romance,love election chocolate
1447,idols female idols female idols music school,slice life slice lifeslice,gekijouban aikatsu idol katsudou aikatsu idol katsudou movie
1472,adult cast adult castadult super power super powersuper,action comedy mystery,tiger bunny part taibani
2727,every,action adventure fantasy,one piece episode skypiea
3122,school time time travel time traveltime,action fantasy,returner 's magic special
1186,adult cast adult castadult iyashikei workplace,gourmet slice life slice lifeslice,yotsuiro biyori
65,iyashikei mythology,slice life slice lifeslice supernatural,natsume 's book friends season
2846,harem,comedy romance ecchi,love hina final selection
1880,every,comedy drama romance sci fi ecchi,chobits
890,isekai,action adventure comedy fantasy,digimon digital monsters
3416,harem,comedy romance supernatural ecchi,yuuna haunted hot springs
3350,martial arts martial artsmartial school super power super powersuper,action fantasy,project arms nd chapter
1766,super power super powersuper team sports team sportsteam,sci fi sports,inazuma eleven go ultimate bond griffon
3239,every,adventure drama fantasy romance sci fi,origin spirits past
2761,adult cast adult castadult parody psychological workplace,comedy drama,mr tonegawa middle management blues
230,adult cast adult castadult military space,drama sci fi,legend galactic heroes die neue intrigue
503,every,adventure award winning award winningaward drama mystery sci fi,den noh coil
2008,mythology reincarnation school,action fantasy,misfit demon king academy
2659,isekai,comedy fantasy ecchi,problem children coming another world n't ova
380,every,comedy mystery supernatural ecchi,nisemonogatari
3846,harem vampire,comedy fantasy romance,fortune arterial akai yakusoku ova
1525,every,action adventure comedy fantasy,legendz tale dragon kings
2978,every,action drama supernatural,drowning sorrows raging fire
3027,every,adventure comedy fantasy,fairy musketeers
1004,gore psychological vampire,horror mystery supernatural suspense,shiki
836,detective,adventure comedy mystery,detective conan movie crossroad ancient capital
2297,every,comedy sci fi,galaxy angel th galaxy angel x
374,cgd cgdct cgdctc cgdctcg cgdctcgd cgdctcgdc iyashikei,slice life slice lifeslice,non non biyori nonstop club worked hard
2059,detective super power super powersuper,action mystery supernatural,hamatora season
2708,idols female idols female idols music,comedy drama,idolm ster shiny festa
3158,every,comedy,tales symphonia animation tethe'alla chapter mata aeta ne shougeki judgement
939,school team sports team sportsteam,sports,winter cup highlights episode winter cup highlights beyond tears
1321,every,drama fantasy mystery,lonely castle mirror
2441,love polygon love polygonlove,drama romance,bokuraga ita
2655,every,fantasy,mushiking guardians forest
751,school super power super powersuper,action,hero academia
99,adult cast adult castadult historical iyashikei,adventure mystery slice life slice lifeslice supernatural,mushi shi shadow devours sun
1543,performing arts performing artsperforming,sports,backflip
2422,delinquents school,comedy sports ecchi,air gear special trick
866,historical school,award winning award winningaward romance,poppy hill
1760,cgd cgdct cgdctc cgdctcg cgdctcgd cgdctcgdc mythology school,comedy supernatural,gabriel dropout
910,mahou shoujo mahou shoujomahou mythology,fantasy romance,pretty guardian sailor moon crystal season iii
2130,school,comedy,please take brother away kuai ba wo ge dai zou
1575,every,action adventure fantasy,bleach movie fade black
529,every,award winning award winningaward drama,la maison en petits cubes
1260,psychological,drama fantasy suspense,zero starting life another world frozen bond
3317,parody school,comedy,tesagure bukatsu mono encore
2366,idols female idols female idols music,nan,selepro
636,vampire,action drama fantasy horror romance sci fi,vampire hunter bloodlust
1269,adult cast adult castadult gore military super power super powersuper vampire,action horror supernatural,hellsing ova digest fleaks
185,detective,action mystery,detective conan movie black iron submarine
2423,every,horror mystery suspense,another
1971,cgd cgdct cgdctc cgdctcg cgdctcgd cgdctcgdc school,comedy slice life slice lifeslice,manabi straight
2189,military school,action,high school fleet
1797,adult cast adult castadult detective mecha psychological,action sci fi suspense,ghost shell arise border ghost stands alone
